OSM_ESTIMATED_HEIGHT_M,levels_clean,DISTRICT,RERA_ID,PROJECT_NAME,PROMOTER_NAME,LOCATION_PIN_CODE,LATITUDE,LONGITUDE,PROPOSED_DATE_OF_COMPLETION,REVISED_PROPOSED_DATE_OF_COMPLETION,EXTENDED_DATE_OF_COMPLETION,PROJECT_TYPE,PROJECT_AREA_(SQMTS),RECREATIONAL_OPEN_SPACE,SANCTIONED_FSI,DATE_LAST_MODIFIED,CASES_COUNT,COMPLAINTS_COUNT,NUMBER_OF_APPARTMENTS,NUMBER_OF_BOOKED_APPARTMENTS,NUMBER_OF_BASEMENTS,NUMBER_OF_PLINTH,NUMBER_OF_PODIUMS,NUMBER_OF_SANCTIONED_FLOORS,NUMBER_OF_STILTS,TOTAL_NO__OF_OPEN_PARKING_AS_PER_SANCTIONED_PLAN_(4-WHEELER+2-WHEELER),NUMBER_OF_CLOSED_PARKING,SOURCE_REGION,CLEAN_PODIUMS,NON_RESIDENTIAL_FLOORS,RESIDENTIAL_START_FLOOR,TOTAL_LEVELS,HABITABLE_RESIDENTIAL_FLOORS,PODIUM_PARKING_RANGE,REFUGE_FLOORS,EST_FLATS_PER_FLOOR,FINAL_FLOORS,CLEAN_BASEMENTS,STRUCTURAL_HEIGHT_M,GROUND_ELEVATION_MSL_M,TERRAIN_HEIGHT_M,BUILT_VOLUME_CBM,HEIGHT_TIER,BASE_ULPIN_ID
21.7,7.0,Mumbai City,P51900012560,Spenta Nest,Shubh Enterprises,400014,19.007391,72.845028,31-12-2025,30-12-2028,0,Residential,2907.0,0.0,4245.4,03/25/2023,1,0,28,0,0.0,1,0,8,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,708,8.0,,24.8,12.87,12.87,38258271.18,Mid-Rise,IN-MH-MUM-P51900012560-19007
12.4,4.0,Mumbai City,P51900000978,Preksha,Sugee Six Developers LLP,400014,19.01884844,72.84784593,30-09-2020,30-09-2020,03/30/2022,Residential,1221.57,135.07,4050.34,04-05-2022,0,0,36,26,0.0,1,0,10,1,0,54,mumbai-city,0,1,2,4,3,Ground to Floor 1,,1350,10.0,,31.0,13.44,13.44,15338098.88,High-Rise,IN-MH-MUM-P51900000978-19018
21.7,7.0,Mumbai City,P51900005362,Kesar Equinox,KESAR CORPORATION,400014,19.01900693,72.84706138,31-12-2020,30-12-2021,0,Residential,1015.88,81.58,3531.24,10/21/2021,2,0,36,36,0.0,1,3,19,1,0,47,mumbai-city,3,4,5,7,3,Ground to Floor 4,,1177,19.0,,58.9,13.45,13.45,11120679.88,High-Rise,IN-MH-MUM-P51900005362-19019
21.7,7.0,Mumbai City,P51900005984,DATTA ENCLAVE,SHREE DATTA DEVELOPERS,400012,19.000281,72.843714,31-12-2022,30-12-2024,0,Others,1235.76,0.0,2910.9,01-12-2019,2,0,41,29,0.0,1,0,8,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,485,8.0,,24.8,12.51,12.51,11151238.73,Mid-Rise,IN-MH-MUM-P51900005984-19000
21.7,7.0,Mumbai City,P51900000793,Kalpataru Avana,Kalpataru Limited,400012,18.99889863,72.84258544,31-03-2019,30-12-2022,0,Residential,1338.0,2328.0,37067.67,09/30/2023,1,15,276,254,2.0,1,7,47,1,0,588,mumbai-city,0,1,2,7,6,Ground to Floor 1,,6178,47.0,,145.7,12.44,12.44,153749281.63,Skyscraper,IN-MH-MUM-P51900000793-18998
21.7,7.0,Mumbai City,P51900015500,DIPTI OCEAN TERRACES,DIPTI ASSOCIATES,400028,19.029005,72.839215,30-12-2023,30-12-2023,0,Residential,708.09,0.0,2287.01,02/16/2024,0,0,13,1,1.0,1,4,20,1,0,31,mumbai-city,4,5,6,7,2,Ground to Floor 5,,1144,20.0,,62.0,13.95,13.95,5020167.62,High-Rise,IN-MH-MUM-P51900015500-19029
12.4,4.0,Mumbai City,P51900029734,Park Abode,Shree Siddhivinayak Developer,400028,19.02658,72.84078,31-12-2024,31-12-2024,0,Residential,752.97,0.0,0.0,01/31/2024,0,0,34,5,0.0,1,0,23,0,0,48,mumbai-city,0,0,1,4,4,Ground Only,,0,23.0,,71.3,13.83,13.83,0.0,High-Rise,IN-MH-MUM-P51900029734-19026
21.7,7.0,Mumbai City,P51900048130,Saraswati Niwas,Sugee Twenty Three Developers LLP,400028,19.0286196,72.8399722,30-04-2026,30-04-2026,0,Residential,436.46,0.0,1746.99,02-03-2024,0,0,7,4,0.0,1,0,16,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,291,16.0,,49.6,13.93,13.93,2363722.89,High-Rise,IN-MH-MUM-P51900048130-19028
9.3,3.0,Mumbai City,P51900034863,Dipti Royal Arc,Dipti Associates,400028,19.02830753,72.84078925,31-12-2024,31-12-2024,0,Residential,647.16,0.0,3405.23,01/20/2024,0,0,42,37,1.0,1,0,21,1,0,40,mumbai-city,0,1,2,3,2,Ground to Floor 1,,1703,21.0,,65.1,13.92,13.92,6831558.81,High-Rise,IN-MH-MUM-P51900034863-19028
12.4,4.0,Mumbai City,P51900005575,Indu Villa,Narendra Vasanji Furia,400019,19.026509,72.840148,31-12-2018,31-03-2019,0,Residential,838.63,0.0,3267.93,03/29/2023,0,0,9,2,0.0,1,5,17,1,2,1,mumbai-city,5,6,7,7,1,Ground to Floor 6,,3268,17.0,,52.7,13.83,13.83,8495810.82,High-Rise,IN-MH-MUM-P51900005575-19026
21.7,7.0,Mumbai City,P51900052518,Vijayshree,Sugee Eighteen Developers LLP,400028,19.02911024,72.83967448,30-09-2026,30-09-2026,0,Residential,613.72,0.0,2212.85,08/18/2023,0,0,18,0,0.0,1,5,10,0,0,49,mumbai-city,5,5,6,7,2,Ground to Floor 5,,1106,10.0,,31.0,13.96,13.96,4210017.94,High-Rise,IN-MH-MUM-P51900052518-19029
21.7,7.0,Mumbai City,P51900050749,BHALCHANDRA NIWAS CHS,ISHAAN REALTORS,400014,19.02039,72.84832,30-12-2026,30-12-2026,0,Residential,650.51,0.0,2180.31,02/14/2024,0,0,24,15,0.0,1,0,14,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,363,14.0,,43.4,13.52,13.52,4396771.72,High-Rise,IN-MH-MUM-P51900050749-19020
13.4,4.333333333,Mumbai City,P51900013023,MAHALAXMI,Sugee Four Developers LLP,400014,19.01950379,72.84741923,30-06-2021,30-06-2021,09/30/2022,Residential,591.98,0.0,1996.61,11-02-2022,0,0,17,14,0.0,1,2,21,1,0,1,mumbai-city,2,3,4,4,1,Ground to Floor 3,,1997,21.0,,65.1,13.48,13.48,3664054.88,High-Rise,IN-MH-MUM-P51900013023-19019
13.4,4.333333333,Mumbai City,P51900046595,PURANDARE PARK CHSL,DEVESH NARENDRA JANI,400014,19.01889512,72.84778816,31-12-2026,31-12-2026,0,Residential,1220.74,122.1,4590.08,01/19/2024,0,0,38,34,1.0,1,6,10,0,0,99,mumbai-city,6,6,7,7,1,Ground to Floor 6,,4590,10.0,,31.0,13.44,13.44,17370212.2,High-Rise,IN-MH-MUM-P51900046595-19018
12.4,4.0,Mumbai City,P51900010864,Anchor Sky D,Om Shanti Housing Development Company,400014,19.01605,72.845863,15-12-2026,15-12-2026,0,Residential,3718.26,297.46,9574.85,03/27/2023,0,0,161,52,2.0,1,8,51,1,0,214,mumbai-city,0,1,2,4,3,Ground to Floor 1,,3192,51.0,,158.1,13.3,13.3,110365523.46,Skyscraper,IN-MH-MUM-P51900010864-19016
21.7,7.0,Mumbai City,P51900015499,SAQLAINIA HEIGHTS,MOHDYUSUF USMANGANI SHERAWALA,400009,18.95421,72.835799,30-09-2018,30-09-2018,09/30/2022,Mixed (Plots & Buildings),290.14,0.0,1673.72,03/14/2024,0,0,58,58,1.0,1,0,21,0,20,0,mumbai-city,0,0,1,7,7,Ground Only,,239,21.0,,65.1,10.21,10.21,1505400.67,High-Rise,IN-MH-MUM-P51900015499-18954
21.7,7.0,Mumbai City,P51900034207,NINE REFLEX,REFLEX PROJECTS LLP,400014,19.01069742,72.84383478,31-12-2024,31-12-2024,0,Residential,605.36,0.0,2682.0,02/17/2023,0,0,30,0,1.0,1,0,22,1,0,22,mumbai-city,0,1,2,7,6,Ground to Floor 1,,447,22.0,,68.2,13.03,13.03,5033084.11,High-Rise,IN-MH-MUM-P51900034207-19010
21.7,7.0,Mumbai Suburban,P51800009011,63 ELEGANCE,SIDDHARTH DEVELOPERS,400014,19.0147962,72.8454534,30-06-2019,30-12-2022,12/30/2023,Residential,345.32,0.0,1031.96,02-06-2024,0,0,19,12,0.0,0,0,19,0,0,0,mumbai-suburban,0,0,1,7,7,Ground Only,,147,19.0,,58.9,13.24,13.24,1104704.92,High-Rise,IN-MH-MUM-P51800009011-19014
34.1,7.0,Mumbai City,P51900004280,Bombay Dyeing Mill,MHADA,400014,19.0147962,72.8454534,,31-12-2018,12/30/2023,Residential,22548.59,2290.11,98501.3,02/25/2020,1,0,3350,0,0.0,11,0,263,11,0,524,mumbai-city,0,0,1,7,7,Ground Only,,479,11.0,,34.1,13.24,13.24,6885302827.32,High-Rise,IN-MH-MUM-P51900004280-19014
21.7,7.0,Mumbai City,P51900003161,VICTORIAN,Faithfull Developers,400014,19.0147962,72.8454534,31-10-2017,30-04-2018,04/30/2019,Residential,3500.0,284.5,5887.6,04/28/2023,0,2,66,53,1.0,1,6,40,1,0,145,mumbai-city,6,7,8,8,1,Ground to Floor 7,,5888,40.0,,124.0,13.24,13.24,63880460.0,Skyscraper,IN-MH-MUM-P51900003161-19014
21.7,7.0,Mumbai City,P51900007684,PANCHRATNA-NX,SUDHIR KISHOR DESAI,400014,19.0147962,72.8454534,31-12-2020,30-06-2021,06/30/2025,Others,1202.41,184.86,3607.23,02/26/2024,1,0,141,103,0.0,2,0,42,1,0,44,mumbai-city,0,1,2,7,6,Ground to Floor 1,,601,42.0,,130.2,13.24,13.24,13445845.22,Skyscraper,IN-MH-MUM-P51900007684-19014
21.7,7.0,Mumbai City,P51900012407,Govind Niwas,Shree Sai Datta Developers,400014,19.0147962,72.8454534,15-06-2019,15-06-2019,04/30/2023,Others,500.0,0.0,1615.31,12-06-2022,0,0,15,9,0.0,1,3,18,1,2,18,mumbai-city,3,4,5,7,3,Ground to Floor 4,,538,18.0,,55.8,13.24,13.24,2503730.5,High-Rise,IN-MH-MUM-P51900012407-19014
21.7,7.0,Mumbai City,P51900000192,EKTA INVICTUS,EKTA WORLD PRIVATE LIMITED,400014,19.0147962,72.8454534,31-12-2017,31-12-2018,12/31/2019,Residential,936.48,0.0,3792.74,10-06-2021,0,1,24,24,0.0,1,8,23,1,2,27,mumbai-city,0,1,2,7,6,Ground to Floor 1,,632,23.0,,71.3,13.24,13.24,11010657.98,High-Rise,IN-MH-MUM-P51900000192-19014
21.7,7.0,Mumbai City,P51900009142,Grove Towers,Ornate Spaces Private Limited,400014,19.0147962,72.8454534,30-11-2023,29-11-2024,0,Others,6629.18,1859.1,27937.47,12-03-2019,0,2,476,39,6.0,2,14,66,2,0,857,mumbai-city,0,2,3,7,5,Ground to Floor 2,,5587,66.0,,204.6,13.24,13.24,574127803.86,Skyscraper,IN-MH-MUM-P51900009142-19014
62.0,20.0,Mumbai City,P51900032868,UNIQUE EXOTICA,UCT OASIS LLP,400014,19.02012044,72.84697605,31-12-2024,31-12-2024,0,Residential,324.48,0.0,1337.79,03/14/2024,0,0,10,0,1.0,1,0,19,1,0,26,mumbai-city,0,1,2,20,19,Ground to Floor 1,"Floor 8, Floor 15",70,19.0,,58.9,13.51,13.51,1345666.91,High-Rise,IN-MH-MUM-P51900032868-19020
21.7,7.0,Mumbai City,P51900006687,Matoshree Pride Building 1,Matoshree Properties,400012,19.00414631,72.84718332,31-03-2018,31-12-2018,0,Residential,1582.1,305.85,6805.69,09/28/2022,1,3,157,157,0.0,1,0,16,1,7,19,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1134,16.0,,49.6,12.71,12.71,33378574.66,High-Rise,IN-MH-MUM-P51900006687-19004
21.7,7.0,Mumbai City,P51900010100,Nirvana Part I,RUNWAL DEVELOPERS PVT LTD,400012,19.00352,72.847763,31-12-2021,31-12-2022,12/30/2024,Residential,5045.96,650.86,16795.79,02-05-2024,4,2,175,164,1.0,1,6,58,1,0,273,mumbai-city,6,7,8,8,1,Ground to Floor 7,,16796,58.0,,179.8,12.68,12.68,262727741.98,Skyscraper,IN-MH-MUM-P51900010100-19003
18.6,6.0,Mumbai City,P51900005188,Crescent Bay - T3,L&T Parel Project LLP (JV with ORDPL),400012,19.004571,72.849389,31-08-2021,30-03-2023,03/29/2024,Residential,16836.27,0.0,25458.0,09/30/2023,26,6,268,225,0.0,1,7,52,0,0,490,mumbai-city,0,0,1,6,6,Ground Only,,4243,52.0,,161.2,12.73,12.73,1328715061.15,Skyscraper,IN-MH-MUM-P51900005188-19004
21.7,7.0,Mumbai City,P51900033030,PITTIE PARADISE,VICTORIA ENTERPRISES LIMITED,400028,19.02597,72.83971,30-04-2026,30-04-2026,0,Residential,580.74,2352.02,2352.0,06/22/2023,0,0,18,0,1.0,1,5,22,1,0,40,mumbai-city,5,6,7,7,1,Ground to Floor 6,,2352,22.0,,68.2,13.8,13.8,4234291.49,High-Rise,IN-MH-MUM-P51900033030-19025
21.7,7.0,Mumbai City,P51900020341,Sukrut,TECHNO PROPERTY DEVELOPERS PRIVATE LIMITED,400028,19.0262,72.840173,30-03-2023,30-03-2023,0,Residential,410.54,0.0,1616.32,01-11-2022,1,0,17,17,1.0,1,0,18,0,0,23,mumbai-city,0,0,1,7,7,Ground Only,,231,18.0,,55.8,13.81,13.81,2057048.44,High-Rise,IN-MH-MUM-P51900020341-19026
12.4,4.0,Mumbai City,P51900031637,VASANT PRABHA,SUDHIR VASANT MAYEKAR,400028,19.0246,72.8405,31-12-2024,31-12-2024,0,Others,566.98,0.0,2270.19,03/20/2024,0,0,16,2,0.0,1,0,20,0,0,44,mumbai-city,0,0,1,4,4,Ground Only,,568,20.0,,62.0,13.73,13.73,3990172.21,High-Rise,IN-MH-MUM-P51900031637-19024
21.7,7.0,Mumbai City,P51900011305,Rupji Swapnapurti,Rupji Constructions,400016,19.028435,72.841837,,,0,Residential,743.97,0.0,4237.94,07/31/2017,1,7,155,28,2.0,1,0,22,1,0,30,mumbai-city,0,1,2,7,6,Ground to Floor 1,,26,7.0,,21.7,13.92,13.92,9773990.69,Mid-Rise,IN-MH-MUM-P51900011305-19028
24.8,8.0,Mumbai City,P51900035023,The Baya Midtown,Renaissance Construction (Rautwadi),400028,19.02418723,72.84304065,31-12-2028,31-12-2028,0,Residential,2726.24,160.0,7417.81,08/22/2023,2,0,119,16,0.0,1,0,22,1,0,115,mumbai-city,0,1,2,8,7,Ground to Floor 1,,1060,22.0,,68.2,13.71,13.71,62690464.04,High-Rise,IN-MH-MUM-P51900035023-19024
3.1,1.0,Mumbai City,P51900019946,Ruparel NOVA,SHREE SUKHAKARTA DEVELOPERS PVT.LTD.,400012,19.0303158,72.8456284,30-12-2024,30-12-2024,0,Residential,10602.44,513.06,2904.02,10-04-2023,0,0,180,75,0.0,1,0,41,1,28,50,mumbai-city,0,1,2,2,1,Ground to Floor 1,,2904,41.0,,127.1,14.02,14.02,95448063.21,Skyscraper,IN-MH-MUM-P51900019946-19030
21.7,7.0,Mumbai City,P51900005827,SAMRUDDHI CHS LTD,UNISPACE DEVELOPERS PRIVATE LIMITED,400014,19.021092,72.84697,31-12-2017,31-12-2017,12/30/2021,Residential,699.0,0.0,2830.95,01/22/2020,0,0,23,21,0.0,1,1,23,1,3,1,mumbai-city,1,2,3,7,5,Ground to Floor 2,,566,23.0,,71.3,13.55,13.55,6134385.56,High-Rise,IN-MH-MUM-P51900005827-19021
21.7,7.0,Mumbai City,P51900012656,ANAND,AJIT ANANT BARVE,400028,19.023175,72.8434324,30-09-2020,30-09-2020,0,Residential,415.55,0.0,1385.3,06-07-2023,2,0,19,2,0.0,1,0,20,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,231,20.0,,62.0,13.66,13.66,1784550.39,High-Rise,IN-MH-MUM-P51900012656-19023
21.7,7.0,Mumbai City,P51900004931,Promesa West End,M/s. virtue Enterprises,400028,19.023175,72.8434324,,30-12-2021,12/31/2025,Residential,872.96,0.0,3889.0,02/14/2024,2,0,65,9,0.0,1,0,21,0,0,47,mumbai-city,0,0,1,7,7,Ground Only,,9,7.0,,21.7,13.66,13.66,10524318.46,Mid-Rise,IN-MH-MUM-P51900004931-19023
21.7,7.0,Mumbai City,P51900001876,AKASH,Kay Bee Developers Pvt. Ltd.,400017,19.023175,72.8434324,31-12-2020,30-12-2021,0,Residential,933.74,962.47,2366.9,05/28/2021,0,0,83,36,1.0,1,0,23,1,2,54,mumbai-city,0,1,2,7,6,Ground to Floor 1,,394,23.0,,71.3,13.66,13.66,6851214.54,High-Rise,IN-MH-MUM-P51900001876-19023
21.7,7.0,Mumbai City,P51900008699,PRABHAT,M/s PANCHARATNAA,400028,19.023175,72.8434324,,,0,Residential,420.15,0.0,1050.38,12/16/2019,0,0,13,7,0.0,1,4,18,1,0,15,mumbai-city,4,5,6,7,2,Ground to Floor 5,,7,7.0,,21.7,13.66,13.66,1368083.19,Mid-Rise,IN-MH-MUM-P51900008699-19023
21.7,7.0,Mumbai City,P51900015093,Shree Sai Baba,Shree Saiganesh Constructions,400028,19.023175,72.8434324,,,12/30/2024,Others,184.79,0.0,774.0,04/13/2022,0,0,15,0,0.0,1,0,14,1,0,12,mumbai-city,0,1,2,7,6,Ground to Floor 1,,3,7.0,,21.7,13.66,13.66,443385.13,Mid-Rise,IN-MH-MUM-P51900015093-19023
21.7,7.0,Mumbai City,P51900000043,Ruby Mill,MHADA,400028,19.023175,72.8434324,30-12-2017,31-12-2017,0,Residential,545.77,43.66,2083.27,06/19/2019,0,0,47,47,0.0,1,0,19,1,8,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,347,19.0,,58.9,13.66,13.66,3524657.43,High-Rise,IN-MH-MUM-P51900000043-19023
21.7,7.0,Mumbai City,P51900005428,ELIZABETH HOUSE,SURAJ ESTATE DEVELOPERS LTD,400028,19.023175,72.8434324,30-09-2013,30-06-2019,12/29/2020,Residential,436.45,0.0,1633.73,03-10-2021,0,1,17,15,1.0,1,3,12,1,0,1,mumbai-city,3,4,5,7,3,Ground to Floor 4,,545,12.0,,37.2,13.66,13.66,2210428.52,High-Rise,IN-MH-MUM-P51900005428-19023
21.7,7.0,Mumbai City,P51900008501,TREVEDIA VUEPOINT,S.B.BROTHERS DEVELOPERS,400028,19.023175,72.8434324,31-07-2017,31-07-2018,09/30/2018,Residential,3309.49,166.93,4615.71,10/15/2018,0,2,54,29,2.0,1,4,18,1,0,115,mumbai-city,4,5,6,7,2,Ground to Floor 5,,2308,18.0,,55.8,13.66,13.66,47354502.87,High-Rise,IN-MH-MUM-P51900008501-19023
21.7,7.0,Mumbai City,P51900005776,PEARL HARMONY,PEARL CONCEPT CONSTRUCTIONS,400028,19.023175,72.8434324,,31-03-2019,03/30/2022,Residential,200.11,0.0,694.75,10-11-2022,0,0,14,12,1.0,1,0,8,0,1,9,mumbai-city,0,0,1,7,7,Ground Only,,2,7.0,,21.7,13.66,13.66,430981.91,Mid-Rise,IN-MH-MUM-P51900005776-19023
21.7,7.0,Mumbai City,P51900004251,OM SHREE JANABAI,SIGNET PROPERTIES PRIVATE LIMITED,400028,19.023175,72.8434324,31-12-2020,30-12-2022,12/30/2023,Others,872.08,0.0,3460.59,01/17/2024,5,0,100,54,2.0,1,0,14,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,494,14.0,,43.4,13.66,13.66,9355525.11,High-Rise,IN-MH-MUM-P51900004251-19023
21.7,7.0,Mumbai City,P51900008175,DAFFODIL,BUILDARCH LAND DEVLOPERS PVT. LTD.,400028,19.023175,72.8434324,29-04-2019,30-12-2021,0,Residential,545.85,0.0,2043.36,08-03-2021,0,0,33,8,0.0,1,0,15,1,0,28,mumbai-city,0,1,2,7,6,Ground to Floor 1,,341,15.0,,46.5,13.66,13.66,3457640.97,High-Rise,IN-MH-MUM-P51900008175-19023
21.7,7.0,Mumbai City,P51900002210,ASTERIA HEIGHTS,SONA DEVELOPERS,400028,19.023175,72.8434324,31-03-2021,30-03-2022,0,Residential,2813.56,243.1,8588.49,06/28/2021,2,1,60,51,3.0,1,0,23,1,0,66,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1431,23.0,,71.3,13.66,13.66,74909118.97,High-Rise,IN-MH-MUM-P51900002210-19023
21.7,7.0,Mumbai City,P51900003098,Madhuwanti,Sharmila Raj Thackeray,400028,19.023175,72.8434324,,,0,Residential,398.83,0.0,1585.45,09/16/2019,0,0,16,10,0.0,1,0,18,1,0,36,mumbai-city,0,1,2,7,6,Ground to Floor 1,,3,7.0,,21.7,13.66,13.66,1960207.57,Mid-Rise,IN-MH-MUM-P51900003098-19023
21.7,7.0,Mumbai City,P51900004595,VISION ETERNITY,VVA Vision Realtors Pvt. Ltd.,400028,19.023175,72.8434324,17-04-2019,17-04-2019,12/31/2023,Residential,326.92,326.92,1153.07,02-05-2024,0,0,7,6,0.0,1,0,21,0,0,24,mumbai-city,0,0,1,7,7,Ground Only,,165,21.0,,65.1,13.66,13.66,1168581.1,High-Rise,IN-MH-MUM-P51900004595-19023
21.7,7.0,Mumbai City,P51900001070,Jawale Bhuvan,Prathamesh Developers & Project Consultants,400028,19.023175,72.8434324,30-03-2021,30-03-2021,06/30/2022,Residential,351.17,0.0,1475.0,04/29/2022,0,0,17,16,1.0,1,0,20,0,0,24,mumbai-city,0,0,1,7,7,Ground Only,,211,20.0,,62.0,13.66,13.66,1605724.82,High-Rise,IN-MH-MUM-P51900001070-19023
21.7,7.0,Mumbai City,P51900007465,Siddhivinayak Habitats,SIDDHIVINAYAK HABITATS,400028,19.023175,72.8434324,31-03-2021,30-03-2022,0,Residential,470.74,470.74,1557.94,02/15/2024,0,0,33,32,1.0,1,1,22,0,0,26,mumbai-city,1,1,2,7,6,Ground to Floor 1,,260,22.0,,68.2,13.66,13.66,2273492.49,High-Rise,IN-MH-MUM-P51900007465-19023
21.7,7.0,Mumbai City,P51900007574,Siddhivinayak Vastu,SIDDHIVINAYAK CONSTRUCTION PRIVATE LIMITED,400012,19.023175,72.8434324,31-12-2018,31-12-2018,0,Residential,1285.13,1285.13,6477.11,11/23/2023,0,10,182,40,1.0,1,1,18,1,0,47,mumbai-city,1,2,3,7,5,Ground to Floor 2,,1295,18.0,,55.8,13.66,13.66,25804177.96,High-Rise,IN-MH-MUM-P51900007574-19023
21.7,7.0,Mumbai City,P51900005337,LUMIERE,NEW SIDDHARTH ENTERPRISES,400028,19.023175,72.8434324,30-06-2014,30-12-2020,09/29/2022,Others,1874.59,150.1,2211.42,05/31/2023,0,0,56,54,0.0,1,0,19,1,2,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,369,19.0,,58.9,13.66,13.66,12851068.04,High-Rise,IN-MH-MUM-P51900005337-19023
21.7,7.0,Mumbai City,P51900005921,AAROHI TOWER,SUDHIR SHARAD REDKAR,400028,19.023175,72.8434324,13-04-2009,31-12-2017,0,Residential,4484.98,0.0,663.0,03-06-2020,1,0,9,9,0.0,1,0,11,1,12,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,110,11.0,,34.1,13.66,13.66,9217979.39,High-Rise,IN-MH-MUM-P51900005921-19023
21.7,7.0,Mumbai City,P51900013047,CORNERSTONE APEX,SHREE SAI PARSHWA DEVELOPERS LLP,400028,19.023175,72.8434324,31-12-2022,30-12-2023,0,Others,711.54,0.0,2134.62,09/30/2019,0,1,83,44,2.0,1,3,16,0,0,0,mumbai-city,3,3,4,7,4,Ground to Floor 3,,534,16.0,,49.6,13.66,13.66,4708489.3,High-Rise,IN-MH-MUM-P51900013047-19023
21.7,7.0,Mumbai City,P51900003443,Viva Mhatre Mansion,Viva Homes Private Limited,400028,19.023175,72.8434324,31-12-2019,31-12-2019,12/30/2022,Residential,273.41,0.0,966.08,12/27/2023,0,0,0,0,0.0,1,0,8,0,0,8,mumbai-city,0,0,1,7,7,Ground Only,,138,8.0,,24.8,13.66,13.66,818821.39,Mid-Rise,IN-MH-MUM-P51900003443-19023
21.7,7.0,Mumbai City,P51900003106,SAMATA B SRA CHS LTD,NEETA BUILDERS,400017,19.023175,72.8434324,31-12-2019,31-12-2019,12/31/2023,Residential,1573.06,125.84,6006.01,01-12-2024,5,0,31,29,0.0,2,0,14,0,3,0,mumbai-city,0,0,1,7,7,Ground Only,,858,14.0,,43.4,13.66,13.66,29288223.68,High-Rise,IN-MH-MUM-P51900003106-19023
21.7,7.0,Mumbai City,P51900005890,SANTOSH BUILDING,CONCRETE LIFESTYLES & INFRASTRUCTURE PRIVATE LIMITED,400028,19.023175,72.8434324,20-12-2018,30-04-2020,06/30/2022,Mixed (Plots & Buildings),411.84,204.9,1235.52,07/15/2023,0,0,21,10,0.0,1,4,15,1,3,1,mumbai-city,4,5,6,7,2,Ground to Floor 5,,618,15.0,,46.5,13.66,13.66,1577393.33,High-Rise,IN-MH-MUM-P51900005890-19023
21.7,7.0,Mumbai City,P51900010775,OM SIDDHI SRA CHS LTD,M/S. OM SIDDHI VENTURE,400028,19.023175,72.8434324,31-12-2016,30-12-2020,12/31/2025,Others,2150.5,212.0,6450.9,06-12-2023,0,2,47,29,0.0,2,12,35,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1075,35.0,,108.5,13.66,13.66,43005247.4,Skyscraper,IN-MH-MUM-P51900010775-19023
21.7,7.0,Mumbai City,P51900009854,"The Ruby - Ground and 1st Part, 21st to 39th Floor",Mindset Estates Private Limited,400028,19.023175,72.8434324,31-12-2010,30-06-2021,12/30/2022,Industrial,26082.15,6764.73,20082.55,07-01-2022,0,1,63,5,4.0,1,3,20,1,0,457,mumbai-city,3,4,5,7,3,Ground to Floor 4,,6694,20.0,,62.0,13.66,13.66,1623767852.6,High-Rise,IN-MH-MUM-P51900009854-19023
21.7,7.0,Mumbai City,P51900011122,Aditya Highrise Project,Anil Ramrao Naik,400028,19.023175,72.8434324,31-12-2020,30-12-2021,0,Others,1821.08,150.4,5163.44,12-07-2017,0,2,78,62,1.0,1,3,20,0,0,0,mumbai-city,3,3,4,7,4,Ground to Floor 3,,1291,20.0,,62.0,13.66,13.66,29149415.68,High-Rise,IN-MH-MUM-P51900011122-19023
21.7,7.0,Mumbai City,P51900009073,F.W.TOWER,crystal construction corporation,400017,19.023175,72.8434324,22-06-2022,18-08-2026,0,Mixed (Plots & Buildings),4492.64,578.09,3770.0,02/23/2023,0,0,83,0,0.0,1,2,23,1,73,23,mumbai-city,2,3,4,7,4,Ground to Floor 3,,942,23.0,,71.3,13.66,13.66,52505483.68,High-Rise,IN-MH-MUM-P51900009073-19023
21.7,7.0,Mumbai City,P51900007859,Matoshree Ankur,Matoshree Infrastructure Private Limited,400028,19.02249844,72.84159628,31-03-2018,30-09-2018,0,Residential,385.45,0.0,1348.17,09/28/2022,0,0,30,29,0.0,1,0,12,1,0,12,mumbai-city,0,1,2,7,6,Ground to Floor 1,,225,12.0,,37.2,13.62,13.62,1610921.59,High-Rise,IN-MH-MUM-P51900007859-19022
9.3,3.0,Mumbai City,P51900018948,87 NINAD,MAAULI CREATIONS PVT LTD,400028,19.0213255,72.8397884,30-12-2022,30-12-2022,0,Residential,474.92,0.0,1838.0,08/17/2022,0,0,19,0,0.0,1,0,17,1,0,25,mumbai-city,0,1,2,3,2,Ground to Floor 1,,919,17.0,,52.7,13.57,13.57,2705999.18,High-Rise,IN-MH-MUM-P51900018948-19021
